CNPJ,FIRM_NAME,CVM_FIRM_TYPE,CVM_CODE,CVM_STATUS
02.318.346/0001-68,OPPORTUNITY ENERGIA E PARTICIPAÇÕES S.A.,CIAS ABERTAS,016942,Cancelado em 03/12/2021
01.957.774/0001-78,OPPORTUNITY LESTE SA,CIAS ABERTAS,016357,Cancelado em 30/05/2006
03.653.874/0001-36,OPPORTUNITY SECURITIZADORA DE CREDITOS IMOBILIARIOS SA,CIAS ABERTAS,020583,Cancelado em 04/05/2009
01.948.039/0001-06,ORBIS TRUST SECURITIZADORA DE CREDITOS S/A,CIAS ABERTAS,016470,Cancelado em 28/07/2008
07.548.639/0001-55,ORG ZAMBRANA TUR HOT COUD S/A,CIAS INCENTIVADAS REGISTRADAS,504343,Cancelado em 14/02/2012
32.021.201/0001-61,ORIGEM ENERGIA S.A.,CIAS ABERTAS,027227,Concedido em 30/06/2023
61.082.863/0001-40,ORION SA,CIAS ABERTAS,009261,Cancelado em 05/09/2000
03.279.285/0001-30,ORIZON MEIO AMBIENTE S.A.,CIAS ABERTAS,027049,Concedido em 19/12/2022
11.421.994/0001-36,ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.,CIAS ABERTAS,025550,Concedido em 11/02/2021
28.167.955/0001-57,ORNATO - INDL PISOS E AZULEJOS,CIAS INCENTIVADAS REGISTRADAS,504122,Cancelado em 14/04/2011
61.084.885/0001-49,ORNIEX SA,CIAS ABERTAS,009270,Cancelado em 14/07/1995
00.267.658/0001-64,ORPASA OURO PRETO AGROPASTORIL SA,CIAS INCENTIVADAS REGISTRADAS,517917,Cancelado em 25/08/2008
19.506.393/0001-38,OSCAR NE SA IND E COM,CIAS INCENTIVADAS REGISTRADAS,501239,Cancelado em 27/09/1991
09.112.685/0001-32,OSX BRASIL S.A.,CIAS ABERTAS,021342,Concedido em 26/02/2008
12.320.349/0001-90,OURINVEST SECURITIZADORA S.A.,CIAS ABERTAS,022250,Cancelado em 01/06/2022
07.744.238/0001-70,OURO AGROPECUARIA SA,CIAS INCENTIVADAS REGISTRADAS,514667,Cancelado em 14/02/2012
07.744.238/0001-70,OURO AGROPECUARIA SA,CIAS INCENTIVADAS REGISTRADAS,520365,Cancelado em 05/04/2016
24.805.293/0001-42,OURO BRANCO AGROINDL SA,CIAS INCENTIVADAS REGISTRADAS,510882,Cancelado em 14/02/2012
08.599.623/0001-34,OURO BRANCO PRAIA HOT SA,CIAS INCENTIVADAS REGISTRADAS,507156,Cancelado em 14/02/2012
09.271.610/0001-02,OURO BRANCO S LUIZ HOTEL SA,CIAS INCENTIVADAS REGISTRADAS,511617,Cancelado em 14/02/2012
20.258.278/0001-70,OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.,CIAS ABERTAS,023507,Concedido em 17/10/2014
07.174.402/0001-51,OVER-DRESS IND.E COM. S/A,CIAS INCENTIVADAS REGISTRADAS,501387,Cancelado em 14/02/2012
23.515.588/0001-11,OVISA OVINOS DO PI AGROINDL SA,CIAS INCENTIVADAS REGISTRADAS,515051,Cancelado em 28/09/2008
11.346.301/0001-98,OXIDOS DO NE SA,CIAS INCENTIVADAS REGISTRADAS,506834,Cancelado em 28/08/2008
14.109.664/0001-06,OXITENO NORDESTE SA INDÚSTRIA E COMÉRCIO,CIAS ABERTAS,009296,Cancelado em 22/05/2002
62.545.686/0001-53,OXITENO S.A. - INDÚSTRIA E COMÉRCIO,CIAS ABERTAS,013072,Cancelado em 26/12/2002
22.931.471/0001-56,OYAMOTA DO BRASIL S/A,CIAS INCENTIVADAS REGISTRADAS,507725,Cancelado em 12/04/2018
22.931.471/0001-56,OYAMOTA DO BRASIL S/A,CIAS INCENTIVADAS REGISTRADAS,520950,Cancelado em 21/03/2023
96.298.013/0001-68,PACAEMBU CONSTRUTORA S.A.,CIAS ABERTAS,025143,Concedido em 01/10/2020
06.625.313/0001-11,PACATUBA HORTIGRANJEIRA S/A,CIAS INCENTIVADAS REGISTRADAS,516384,Cancelado em 01/06/2017
21.728.500/0001-14,PACIFIC RDSL PARTICIPAÇÕES S.A.,CIAS ABERTAS,024163,Cancelado em 19/06/2019
-,PACIFIC RUBIALES ENERGY CORP,CIAS ESTRANGEIRAS,080144,Cancelado em 17/03/2015
02.365.069/0001-44,PADTEC HOLDING S.A.,CIAS ABERTAS,018414,Concedido em 02/08/1999
15.132.731/0001-68,PAES MENDONCA SA,CIAS ABERTAS,013749,Cancelado em 24/04/1998
05.459.177/0001-74,PAGRISA - PARÁ PASTORIL E AGRÍCOLA S/A,CIAS INCENTIVADAS REGISTRADAS,509280,Concedido em 18/04/1990
01.982.156/0001-88,PAIAGUAS HOTEIS SA,CIAS INCENTIVADAS REGISTRADAS,505013,Cancelado em 23/04/1997
12.908.232/0001-21,PAIBASA PROJS AGRI IRRIG BA SA,CIAS INCENTIVADAS REGISTRADAS,504025,Cancelado em 14/02/2012
07.760.663/0001-53,PAINEIS INDUSTRIAIS DO NE SA,CIAS INCENTIVADAS REGISTRADAS,501972,Cancelado em 14/02/2012
11.500.485/0001-07,PAJUCARA AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,501964,Cancelado em 28/09/2008
06.642.342/0001-91,PAJUÇARA CONFECÇÕES S/A,CIAS INCENTIVADAS REGISTRADAS,501468,Cancelado em 24/10/2012
06.964.068/0001-77,PALESTINA AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,506869,Cancelado em 14/02/2012
07.914.773/0001-22,PALMA DO PARA IND E COM SA,CIAS INCENTIVADAS REGISTRADAS,511757,Cancelado em 28/09/2008
06.727.283/0001-54,PALMARES AGROINDL SA,CIAS INCENTIVADAS REGISTRADAS,503177,Cancelado em 14/02/2012
23.537.475/0001-17,PALMASA AZULEJOS VARZEA PALMA,CIAS ABERTAS,009318,Cancelado em 29/10/1993
04.705.406/0001-20,PALMINVEST S/A,CIAS INCENTIVADAS REGISTRADAS,506559,Cancelado em 14/02/2012
02.682.287/0001-02,"PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",CIAS ABERTAS,018554,Concedido em 25/01/2000
92.749.647/0001-39,PANAMBRA SUL RG SA REV VEICS,CIAS ABERTAS,009326,Cancelado em 21/12/1989
92.693.019/0001-89,PANATLANTICA SA,CIAS ABERTAS,000094,Concedido em 29/12/1971
61.077.830/0001-01,PANEX SA INDUSTRIA E COMERCIO,CIAS ABERTAS,009334,Cancelado em 06/03/1991
61.077.830/0001-01,PANEX SA INDUSTRIA E COMERCIO,CIAS ABERTAS,015490,Cancelado em 08/06/1999
06.639.074/0001-59,PANORAMA HOT E TUR SA,CIAS INCENTIVADAS REGISTRADAS,502430,Cancelado em 28/09/2008
02.305.131/0001-02,PANTANAL PLAZA SHOPPING SA,CIAS ABERTAS,017523,Cancelado em 04/01/2010
61.596.284/0001-15,PAO AMERICANO IND E COM SA,CIAS ABERTAS,009350,Cancelado em 31/07/1989
37.240.355/0001-68,PAPETINS IND COM ART P P TO SA,CIAS INCENTIVADAS REGISTRADAS,514721,Cancelado em 14/02/2012
22.949.911/0001-00,PARÁ INDUSTRIAS REUNIDAS DA FONTE S/A,CIAS INCENTIVADAS REGISTRADAS,513750,Cancelado em 24/10/2012
04.705.836/0001-42,PARABUFALOS SA,CIAS INCENTIVADAS REGISTRADAS,516171,Cancelado em 14/02/2012
03.175.429/0001-08,PARAGEM HOTEIS RODOV E TUR SA,CIAS INCENTIVADAS REGISTRADAS,513504,Cancelado em 14/02/2012
03.175.429/0001-08,PARAGEM HOTEIS RODOV E TUR SA,CIAS INCENTIVADAS REGISTRADAS,519375,Cancelado em 15/10/2012
61.140.737/0001-02,PARAMOUNT LANSUL SA,CIAS ABERTAS,009377,Cancelado em 31/12/2004
61.565.222/0001-46,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,CIAS ABERTAS,019798,Cancelado em 10/09/2014
14.388.334/0001-99,PARANA BANCO S.A.,CIAS ABERTAS,020729,Concedido em 11/06/2007
76.527.951/0001-85,PARANA EQUIPAMENTOS SA,CIAS ABERTAS,009385,Cancelado em 16/10/2000
01.086.706/0001-80,PARANA SHOPPING ADM DE BENS SA,CIAS ABERTAS,015547,Cancelado em 03/09/2001
60.398.369/0004-79,PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,CIAS ABERTAS,009393,Concedido em 20/07/1977
08.748.766/0001-60,PARANHOS SA AGRI E PEC,CIAS INCENTIVADAS REGISTRADAS,503045,Cancelado em 14/02/2012
05.134.572/0001-87,PARAPLAST IND COM PLASTICOS SA,CIAS INCENTIVADAS REGISTRADAS,513490,Cancelado em 14/09/1999
00.185.475/0001-08,PARCOM PARTICIPACOES SA EM LIQUIDACAO,CIAS ABERTAS,014680,Concedido em 22/12/1994
67.645.952/0001-33,PARINCORP SA,CIAS ABERTAS,014486,Cancelado em 23/09/1998
89.940.878/0001-10,PARMALAT BRASIL S.A  IND DE  ALIMENTOS.,CIAS ABERTAS,012580,Cancelado em 11/02/2010
06.775.183/0001-01,PARNAIBA AGROPASTORIL SA,CIAS INCENTIVADAS REGISTRADAS,509019,Cancelado em 14/02/2012
00.159.138/0001-38,PARNASSA SA,CIAS ABERTAS,014729,Cancelado em 03/01/2000
02.783.424/0001-03,PARQUES TEMÁTICO HOPI HARI S.A,CIAS ABERTAS,018058,Cancelado em 27/09/2002
02.022.558/0001-01,PARTICIP. E EMPREEND. REPUBLICA SA,CIAS ABERTAS,018201,Cancelado em 09/04/2007
00.635.156/0001-49,PARTICIPAÇÕES ABC SA,CIAS ABERTAS,014958,Cancelado em 04/01/2010
14.308.514/0001-13,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,CIAS ABERTAS,001597,Cancelado em 05/08/2021
14.950.885/0001-02,PASA PROD ALIM DA AMAZONIA SA,CIAS INCENTIVADAS REGISTRADAS,503240,Cancelado em 28/09/2008
11.995.753/0001-09,PASCRO PARTICIPAÇÕES S/A,CIAS ABERTAS,022209,Cancelado em 16/07/2014
47.067.491/0001-51,PASSAGEM FUNDA AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,511986,Cancelado em 28/09/2008
11.219.235/0001-95,PASSIRA AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,500410,Cancelado em 17/09/2008
16.923.047/0001-67,PASSONORTE SA,CIAS INCENTIVADAS REGISTRADAS,501336,Cancelado em 14/02/2012
01.258.947/0001-60,PATÍ DO ALFERES PARTICIPAÇÕES S.A.,CIAS ABERTAS,015911,Cancelado em 17/01/2002
12.668.780/0001-21,PATMOS PARTICIPAÇÕES S/A,CIAS ABERTAS,022748,Cancelado em 31/12/2013
02.533.576/0001-40,PÁTRIA INVESTIMENTOS IMOBILIÁRIOS S.A.,CIAS ABERTAS,017744,Cancelado em 22/02/2008
23.236.821/0001-27,PATRIMAR ENGENHARIA S.A.,CIAS ABERTAS,025305,Concedido em 10/11/2020
08.055.329/0001-61,PAU D'ARCO AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,500844,Cancelado em 04/12/1998
09.461.567/0001-30,PAUDALHO AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,501263,Cancelado em 28/05/2004
00.338.915/0001-01,PAULISTA PRAIA HOTEL S/A,CIAS INCENTIVADAS REGISTRADAS,518670,Concedido em 01/10/2007
83.475.913/0001-91,PBG S/A,CIAS ABERTAS,013773,Concedido em 04/01/1991
09.538.973/0001-53,PDG COMPANHIA SECURITIZADORA,CIAS ABERTAS,021644,Concedido em 03/10/2008
02.950.811/0001-89,PDG REALTY S.A. EMPREEND E PARTICIPACOES,CIAS ABERTAS,020478,Concedido em 23/01/2007
20.086.757/0001-57,PE DO MORRO AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,501255,Cancelado em 20/06/1995
02.762.122/0001-40,PEARSON SISTEMAS DO BRASIL S.A.,CIAS ABERTAS,017906,Cancelado em 17/03/2011
11.623.162/0001-00,PEC PASTOS VERDES SA,CIAS INCENTIVADAS REGISTRADAS,506303,Cancelado em 17/07/2003
08.893.448/0001-93,PEC PORTO ALEGRE SA,CIAS INCENTIVADAS REGISTRADAS,505706,Cancelado em 11/11/1996
08.156.226/0001-98,PEC RIO LARGO SA,CIAS INCENTIVADAS REGISTRADAS,500887,Cancelado em 14/09/2004
09.902.347/0001-02,PEC STA LUZIA SA,CIAS INCENTIVADAS REGISTRADAS,505404,Cancelado em 28/09/2008
10.370.906/0001-51,PECAGRI-PEC INDL E AGRIC MA SA,CIAS INCENTIVADAS REGISTRADAS,512001,Cancelado em 17/07/2004
11.636.222/0001-11,PECASA PEDRA COMP AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,507130,Cancelado em 03/02/1994
12.330.585/0001-97,PECOL INDL SA,CIAS INCENTIVADAS REGISTRADAS,508829,Cancelado em 28/09/2008
05.778.436/0001-20,PEDARA AGROPEC IND E COM SA,CIAS INCENTIVADAS REGISTRADAS,511676,Cancelado em 14/02/2012
05.778.436/0001-20,PEDARA AGROPEC IND E COM SA,CIAS INCENTIVADAS REGISTRADAS,520748,Cancelado em 09/04/2018
11.692.704/0001-99,PEDRA DO REINO AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,500054,Cancelado em 29/12/1999
69.937.381/0001-36,PEDRA GRANDE AGROINDL SA,CIAS INCENTIVADAS REGISTRADAS,516880,Cancelado em 24/10/2012
18.851.584/0001-74,PEDRAS SAO JOAO AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,507148,Cancelado em 14/02/2012
08.816.555/0001-18,PEDRO RIBEIRO IND DE FIBRAS SA,CIAS INCENTIVADAS REGISTRADAS,517976,Cancelado em 14/02/2012
10.782.175/0001-51,PEIXE SA,CIAS ABERTAS,012092,Cancelado em 14/03/2001
08.802.910/0001-08,PEMAGRO PART EMPR IM AG IND SA,CIAS INCENTIVADAS REGISTRADAS,505420,Cancelado em 03/11/2005
07.945.652/0001-48,PEMALEX SA IND E COM,CIAS INCENTIVADAS REGISTRADAS,505641,Cancelado em 18/03/2003
06.419.352/0001-62,PENA BRANCA DO MARANHAO SA,CIAS INCENTIVADAS REGISTRADAS,512990,Cancelado em 28/09/2008
39.316.096/0001-37,PENHASCO PARK HOTEL SA.,CIAS INCENTIVADAS REGISTRADAS,515620,Cancelado em 28/09/2008
89.421.903/0001-50,PERDIGAO AGROINDUSTRIAL SA,CIAS ABERTAS,009431,Cancelado em 23/11/1995
82.829.730/0001-64,PERDIGAO AGROINDUSTRIAL SA,CIAS ABERTAS,009440,Cancelado em 18/12/1995
86.547.619/0001-36,PERDIGAO AGROINDUSTRIAL SA,CIAS ABERTAS,009466,Cancelado em 12/09/1997
84.583.616/0001-22,PERDIGAO COUROS SA,CIAS ABERTAS,009458,Cancelado em 05/08/1985
13.878.847/0001-15,PERDIZES - SECURITIZADORA DE RECEBÍVEIS COMERCIAIS S.A.,CIAS ABERTAS,024074,Cancelado em 08/10/2018
12.592.795/0001-53,PERENCO PETRÓLEO E GÁS DO BRASIL PARTICIPAÇÕES S/A,CIAS ABERTAS,022527,Cancelado em 20/10/2011
03.461.082/0001-60,PERFILADOS RIO DOCE S/A,CIAS INCENTIVADAS REGISTRADAS,518239,Cancelado em 30/10/2017
24.402.455/0001-00,PERFLEX IND E COM DE BORRAC SA,CIAS INCENTIVADAS REGISTRADAS,516708,Cancelado em 14/02/2012
24.402.455/0001-00,PERFLEX IND E COM DE BORRAC SA,CIAS INCENTIVADAS REGISTRADAS,520802,Cancelado em 06/08/2018
04.911.095/0001-56,PERFUMARIAS PHEBO SA,CIAS ABERTAS,009474,Cancelado em 20/07/1990
02.534.914/0001-68,PERNAMBUCO PARTIC  INVEST. SA,CIAS ABERTAS,017515,Cancelado em 09/06/1999
61.403.960/0001-97,PERSIANAS COLUMBIA SA,CIAS ABERTAS,009482,Cancelado em 14/09/1992
61.091.013/0001-08,PERSICO PIZZAMIGLIO SA,CIAS ABERTAS,009490,Cancelado em 04/01/2010
10.784.221/0001-51,PESCA ALTO MAR SA,CIAS INCENTIVADAS REGISTRADAS,501913,Cancelado em 14/02/2012
94.846.599/0001-22,PESCAL SA,CIAS INCENTIVADAS REGISTRADAS,518662,Cancelado em 31/01/2008
09.470.014/0001-43,PESCANAVE SA PESCA E EXP,CIAS INCENTIVADAS REGISTRADAS,507601,Cancelado em 14/02/2012
61.999.314/0001-34,PESCANOVA SA COM IND,CIAS ABERTAS,009504,Cancelado em 18/06/1986
18.328.118/0001-09,PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.,CIAS ABERTAS,025089,Concedido em 09/09/2020
62.845.789/0001-39,PETERCO NE PRODS ELETRICOS SA,CIAS INCENTIVADAS REGISTRADAS,507563,Cancelado em 31/08/1992
02.031.413/0001-69,PETRO RIO JAGUAR PETRÓLEO S.A.,CIAS ABERTAS,027200,Concedido em 02/06/2023
33.795.055/0001-94,PETROBRAS QUÍMICA S.A.- PETROQUISA,CIAS ABERTAS,013595,Cancelado em 08/11/2006
29.667.227/0001-77,PETROFLEX INDÚSTRIA E COMÉRCIO S.A.,CIAS ABERTAS,013994,Cancelado em 31/10/2008
33.000.167/0001-01,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,CIAS ABERTAS,009512,Concedido em 20/07/1977
07.275.159/0001-68,PETROLEO LUB DO NORDESTE SA,CIAS ABERTAS,009520,Concedido em 24/10/1975
74.043.993/0001-15,PETROPAR EMBALAGENS SA,CIAS ABERTAS,018090,Cancelado em 17/04/2001
61.632.964/0001-47,PETROQUIMICA UNIAO SA,CIAS ABERTAS,014494,Cancelado em 16/12/2008
03.342.704/0001-30,PETRORECÔNCAVO S.A.,CIAS ABERTAS,025780,Concedido em 30/04/2021
88.613.658/0001-10,PETTENATI S.A. INDUSTRIA TEXTIL,CIAS ABERTAS,009539,Concedido em 04/02/1981
50.280.429/0001-58,PEVE PREDIOS SA,CIAS ABERTAS,009555,Cancelado em 30/01/2003
04.364.656/0001-44,PEVÊ-FINASA PARTICIPAÇÕES E PRÉDIOS S.A.,CIAS ABERTAS,019038,Cancelado em 30/01/2003
12.863.205/0001-80,PHARMUS - QUIM E FARMACEUT SA,CIAS INCENTIVADAS REGISTRADAS,516635,Cancelado em 14/02/2012
42.508.358/0001-70,PHIDIAS AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,511552,Cancelado em 09/03/1993
43.834.795/0001-46,PHILIP MORRIS BRASILEIRA SA,CIAS ABERTAS,009563,Cancelado em 09/10/1986
09.471.475/0001-30,PIASA PIABAS AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,503843,Cancelado em 14/02/2012
00.108.813/0001-08,PILCOMAYO PARTICIPACOES SA,CIAS ABERTAS,014630,Cancelado em 17/01/2002
33.078.585/0001-11,PINA INTERC COML INDL PESCA SA,CIAS ABERTAS,009571,Cancelado em 04/01/2010
61.182.606/0001-80,PINCEIS TIGRE SA,CIAS ABERTAS,009580,Cancelado em 09/02/1988
05.200.092/0001-77,PINDARE SA,CIAS INCENTIVADAS REGISTRADAS,519316,Cancelado em 01/09/2012
14.170.443/0001-35,PINDORAMA AGRI COM IND SA,CIAS INCENTIVADAS REGISTRADAS,504971,Cancelado em 28/09/2008
05.017.017/0001-75,PINHEIRO SA IND MADEIREIRA,CIAS INCENTIVADAS REGISTRADAS,517755,Cancelado em 20/04/2000
12.822.045/0001-20,PINTO FORMOSO AGROPEC SA.,CIAS INCENTIVADAS REGISTRADAS,515469,Cancelado em 25/05/2004
15.603.798/0001-33,PIONEIRO HOTELARIA E TUR S/A,CIAS INCENTIVADAS REGISTRADAS,515930,Cancelado em 14/02/2012
15.603.798/0001-33,PIONEIRO HOTELARIA E TUR S/A,CIAS INCENTIVADAS REGISTRADAS,519553,Cancelado em 12/06/2013
05.918.309/0001-89,PIPA CIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS,CIAS ABERTAS,019518,Cancelado em 17/01/2017
08.030.025/0001-40,PIQUIRI AGROPEC SA - PAPESA,CIAS INCENTIVADAS REGISTRADAS,507342,Cancelado em 22/03/1999
02.387.233/0001-14,PIRAJU PARTICIPACOES SA,CIAS ABERTAS,017477,Cancelado em 06/09/2001
61.105.730/0001-41,PIRAMIDES BRASILIA SA IC,CIAS ABERTAS,009598,Cancelado em 20/12/2005
61.150.751/0001-89,PIRELLI CABOS SA,CIAS ABERTAS,009601,Cancelado em 05/12/2000
59.179.838/0001-37,PIRELLI PNEUS SA,CIAS ABERTAS,013358,Cancelado em 05/12/2000
78.229.309/0001-45,PISA-PAPEL DE IMPRENSA SA,CIAS ABERTAS,013730,Cancelado em 28/09/2001
16.203.564/0001-61,PISOS STA MARCIA SA,CIAS INCENTIVADAS REGISTRADAS,505684,Cancelado em 05/01/1993
33.679.797/0001-54,PJBANK SECURITIZADORA S.A.,CIAS ABERTAS,024791,Cancelado em 30/06/2022
03.081.965/0001-44,PLAENGE CONCRETO PRE MOLD SA,CIAS INCENTIVADAS REGISTRADAS,502367,Cancelado em 14/02/2012
08.088.353/0001-05,PLAMAG PLANALTO DO MEL AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,521191,Cancelado em 19/04/2023
07.587.384/0001-30,PLANETA SECURITIZADORA S.A.,CIAS ABERTAS,020222,Cancelado em 30/06/2022
05.011.762/0001-07,PLANICIE AGROPECUARIA SA,CIAS INCENTIVADAS REGISTRADAS,518360,Cancelado em 19/10/2005
24.230.275/0001-80,PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,CIAS ABERTAS,025070,Concedido em 04/09/2020
51.928.174/0001-50,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,CIAS ABERTAS,013471,Concedido em 19/04/1989
11.968.229/0001-30,PLAST MED SA,CIAS INCENTIVADAS REGISTRADAS,514195,Cancelado em 14/02/2012
34.536.862/0001-55,PLASTICOL PLAST TEC DA AM SA,CIAS INCENTIVADAS REGISTRADAS,514535,Cancelado em 28/09/2008
02.736.471/0001-98,PLATYPUS SA,CIAS ABERTAS,018244,Cancelado em 06/07/2007
12.610.072/0001-30,PLAY BEVERAGE SOUTH AMERICA SA,CIAS ABERTAS,022900,Cancelado em 15/05/2014
40.446.476/0001-75,PLAYBANCO SECURITIZADORA S.A,CIAS ABERTAS,026042,Cancelado em 01/06/2022
00.643.535/0001-80,PLAYCENTER SA,CIAS ABERTAS,014907,Cancelado em 08/08/2002
27.740.547/0001-80,PLENA HOTEIS S/A,CIAS INCENTIVADAS REGISTRADAS,514616,Cancelado em 23/12/2004
12.820.973/0001-56,POCO VERDE AGRI SA,CIAS INCENTIVADAS REGISTRADAS,500550,Cancelado em 28/09/2008
02.395.548/0001-03,POCONÉ PARTICIPAÇÕES SA,CIAS ABERTAS,017469,Cancelado em 30/01/2003
13.545.769/0001-37,POLIALDEN PETROQUIMICA SA,CIAS ABERTAS,009636,Cancelado em 31/05/2006
15.145.691/0001-99,"POLIFLEX DA BAHIA S.A INDUSTRIA, COMERCIO E EXPORTAÇÃO",CIAS ABERTAS,009644,Cancelado em 03/11/2008
09.515.875/0001-09,POLIFRIO DO NE SA,CIAS INCENTIVADAS REGISTRADAS,503746,Cancelado em 02/02/1999
41.128.919/0001-42,POLIGRAN POLIM GRAN DO BR SA,CIAS INCENTIVADAS REGISTRADAS,515825,Cancelado em 14/02/2012
34.230.979/0001-06,POLIMIX CONCRETO S/A,CIAS ABERTAS,006777,Cancelado em 08/06/1988
62.336.946/0001-80,POLIOLEFINAS SA,CIAS ABERTAS,009660,Cancelado em 17/08/1988
04.897.146/0001-32,POLIPLAST SA PLAST DA AM,CIAS INCENTIVADAS REGISTRADAS,508926,Cancelado em 14/02/2012
01.391.425/0001-31,POLIPROPILENO PARTICIPACOES S.A.,CIAS ABERTAS,015997,Cancelado em 15/12/2005
13.604.087/0001-58,POLIPROPILENO SA,CIAS ABERTAS,009679,Cancelado em 15/12/2005
23.481.104/0001-60,POLIQUIMICA S/A,CIAS INCENTIVADAS REGISTRADAS,510084,Cancelado em 18/10/2006
13.603.683/0001-13,POLITENO IND E COMERCIO SA,CIAS ABERTAS,009687,Cancelado em 02/04/2007
16.490.039/0001-74,POLITENO LINEAR IND E COM SA,CIAS ABERTAS,014141,Cancelado em 26/06/1997
12.261.588/0001-16,POLO CAPITAL SECURITIZADORA S/A,CIAS ABERTAS,022160,Cancelado em 07/10/2022
71.722.607/0001-23,POLONIA PARTICIPACOES SA,CIAS ABERTAS,014192,Cancelado em 03/06/2002
59.789.545/0001-71,POLPAR S.A.,CIAS ABERTAS,013447,Concedido em 03/03/1989
35.980.960/0001-40,POLTEX POLIDO TEXTIL S/A,CIAS INCENTIVADAS REGISTRADAS,513130,Cancelado em 02/05/2016
90.025.214/0001-05,POLYMAX INFORMATICA SA,CIAS ABERTAS,012041,Cancelado em 21/03/2006
09.126.970/0001-02,POLYNOR SA IC FIBS SINTS DA PB,CIAS ABERTAS,009695,Cancelado em 22/03/2005
09.139.890/0001-91,POLYUTIL SA IND E COM MAT PLAS,CIAS INCENTIVADAS REGISTRADAS,506680,Cancelado em 14/02/2012
86.550.951/0001-50,POMIFRUTAS S/A - EM RECUPERAÇÃO JUDICIAL,CIAS ABERTAS,019658,Concedido em 28/12/2004
31.684.814/0001-16,PONTA AGROINDL SA,CIAS INCENTIVADAS REGISTRADAS,510220,Cancelado em 10/10/1997
09.009.366/0001-04,PONTE NOVA AGROINDL SA,CIAS INCENTIVADAS REGISTRADAS,503282,Cancelado em 14/02/2012
06.306.252/0001-20,PONTES SA AGROPASTORIL,CIAS INCENTIVADAS REGISTRADAS,502472,Cancelado em 04/11/1993
10.986.628/0001-61,PONTES SA HOT E TUR,CIAS INCENTIVADAS REGISTRADAS,502464,Cancelado em 28/01/1998
68.271.295/0001-74,PONTUAL LEASING SA ARREND MERC,CIAS ABERTAS,014087,Cancelado em 18/07/2006
85.459.691/0001-49,PORCELANA SCHMIDT SA,CIAS ABERTAS,009709,Cancelado em 28/05/2001
07.390.461/0001-67,PORCELANE SA,CIAS INCENTIVADAS REGISTRADAS,503339,Cancelado em 28/09/2008
01.376.634/0001-06,PORTHAL DO LAGO SA,CIAS ABERTAS,015750,Cancelado em 08/02/2002
40.997.635/0001-20,PORTO DE VITÓRIA COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.,CIAS ABERTAS,026239,Concedido em 29/09/2021
85.041.333/0001-11,PORTO PONTA DO FELIX S/A,CIAS ABERTAS,015407,Concedido em 27/02/1996
02.149.205/0001-69,PORTO SEGURO SA,CIAS ABERTAS,016659,Concedido em 28/11/1997
18.494.485/0001-82,PORTO SUDESTE V.M. S.A.,CIAS ABERTAS,023523,Concedido em 11/11/2014
04.912.242/0001-02,PORTUENSE FERRAGENS S/A,CIAS ABERTAS,009717,Concedido em 20/07/1977
10.846.981/0001-46,PORTX OPERAÇÕES PORTUÁRIAS S.A.,CIAS ABERTAS,021776,Cancelado em 11/07/2012
81.243.735/0001-48,POSITIVO TECNOLOGIA S.A.,CIAS ABERTAS,020362,Concedido em 06/12/2006
60.333.085/0001-51,POTENZA LEASING ARREND MERC SA,CIAS ABERTAS,013978,Cancelado em 12/05/1998
11.306.912/0001-02,POTHENCIA S/A - REFLORESTADORA,CIAS ABERTAS,022152,Cancelado em 01/08/2012
30.793.020/0001-28,POUSADA DOS VELEIROS SA,CIAS INCENTIVADAS REGISTRADAS,517178,Cancelado em 06/06/2003
62.255.682/0001-30,PPE FIOS ESMALTADOS SA,CIAS ABERTAS,021083,Cancelado em 12/03/2010
-,PPLA PARTICIPATIONS LTD.,CIAS ESTRANGEIRAS,080152,Cancelado em 09/12/2021
31.484.314/0001-30,PRAIA GRANDE HOTEIS E TURISMO SA,CIAS INCENTIVADAS REGISTRADAS,516406,Cancelado em 20/09/2005
